,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
31,230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,5006.0,5000.0,4505.0,4013.25,4031.5,117.75,0
32,50000.0,1,2,2,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1
33,100000.0,1,1,2,32,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0
34,240000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,50190.5,8981.0,4152.0,5000.0,4505.0,4013.25,981.0,4000.0,0
35,240000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,1763.0,5293.0,5006.0,5000.0,3180.0,296.0,4031.5,768.0,0
36,160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,30265.0,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,396.0,565.0,792.0,117.75,0
37,240000.0,1,2,1,40,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
38,60000.0,2,2,2,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,1763.0,18660.0,1500.0,1518.0,2043.0,296.0,4031.5,617.0,0
39,50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,1
40,240000.0,1,1,2,31,-1,-1,2,-1,0,-1,3558.75,9075.0,4641.0,9976.0,17976.0,9477.0,5006.0,833.0,4505.0,4013.25,4031.5,781.0,0
41,240000.0,1,1,2,33,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
42,70000.0,2,1,2,25,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0
43,10000.0,1,2,2,22,0,0,0,0,0,0,3558.75,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0
44,140000.0,2,2,1,37,0,0,0,0,0,0,59504.0,61544.0,60164.75,54506.0,50190.5,49198.25,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0
45,40000.0,2,1,2,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,390.0,2000.0,3000.0,117.75,0
46,210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,1
47,20000.0,2,1,2,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,1256.0,3000.0,833.0,4505.0,334.0,252.5,117.75,1
48,150000.0,2,4,2,46,0,0,-1,0,0,-2,4463.0,3034.0,2666.25,2326.75,1763.0,1256.0,1013.0,1170.0,390.0,296.0,252.5,117.75,1
49,240000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
50,20000.0,1,1,2,24,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0
51,70000.0,1,3,2,42,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,1000.0,3100.0,2000.0,296.0,1500.0,1500.0,1
52,100000.0,2,3,3,43,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0
53,240000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,13465.0,7867.0,7600.0,11185.0,3544.0,1256.0,5006.0,5000.0,4505.0,3544.0,464.0,117.75,0
54,180000.0,2,1,2,25,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0
55,150000.0,2,1,2,29,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,4000.0,0
56,240000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,3558.75,3640.0,2666.25,2326.75,1763.0,2530.0,3640.0,833.0,390.0,296.0,2530.0,117.75,0
57,180000.0,2,3,1,34,0,0,0,-1,-1,-1,16386.0,15793.0,8441.0,7142.0,1763.0,8321.0,5006.0,1500.0,4505.0,679.0,4031.5,2000.0,0
58,180000.0,2,2,1,34,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,3800.0,0
59,200000.0,2,1,2,34,-1,3,2,2,2,2,3558.75,2984.75,2666.25,2326.75,1763.0,1414.0,1000.0,833.0,700.0,296.0,1200.0,117.75,0
60,240000.0,2,2,1,29,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
61,240000.0,2,3,1,28,0,0,0,0,0,0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1
62,70000.0,1,2,1,39,0,0,0,0,0,-1,67091.0,64006.25,60164.75,16518.0,14096.0,1256.0,4025.0,2095.0,1000.0,2000.0,3000.0,117.75,0
63,50000.0,1,1,2,29,2,2,2,2,2,2,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,1000.0,2700.0,390.0,2225.0,1200.0,117.75,1
64,50000.0,2,2,1,46,0,0,0,-2,-2,-2,28718.0,29166.0,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,1
65,130000.0,2,2,1,51,-1,-1,-2,-2,-1,-1,3558.75,2984.75,2666.25,2326.75,2353.0,1256.0,1000.0,833.0,390.0,2353.0,252.5,117.75,0
66,200000.0,1,1,1,57,-2,-2,-2,-1,2,2,67091.0,64006.25,60164.75,8174.0,8198.0,7918.0,1000.0,833.0,4505.0,300.0,252.5,1000.0,1
67,10000.0,1,2,1,56,2,2,2,0,0,0,3558.75,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,833.0,390.0,296.0,252.5,160.0,1
68,210000.0,2,1,2,30,2,-1,-1,-1,-1,-1,3558.75,2984.75,2666.25,2326.75,1763.0,4250.0,1000.0,1159.0,2280.0,300.0,4031.5,909.0,0
69,130000.0,2,3,2,29,1,-2,-2,-1,2,-1,3558.75,2984.75,2666.25,10311.0,10161.0,7319.0,1000.0,833.0,4505.0,296.0,4031.5,4000.0,0
70,20000.0,1,4,2,22,2,0,0,0,0,0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,1000.0,1200.0,1000.0,500.0,1000.0,117.75,0
71,80000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,390.0,390.0,390.0,0
72,240000.0,1,2,2,29,2,2,2,2,2,2,58267.0,59246.0,60164.75,54506.0,50190.5,49198.25,2500.0,2500.0,390.0,4013.25,2400.0,1600.0,1
73,200000.0,2,2,1,32,-1,-1,-1,-1,2,-1,9076.0,5787.0,2666.25,5247.0,3848.0,3151.0,5006.0,833.0,4505.0,296.0,3165.0,1395.0,0
74,240000.0,2,1,2,37,1,-2,-1,-1,-1,-1,3558.75,2984.75,3155.0,2326.75,2359.0,1256.0,1000.0,3155.0,390.0,2359.0,252.5,117.75,0
75,240000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,3558.75,5550.0,23337.0,4291.0,50190.5,25820.0,5006.0,5000.0,4314.0,4013.25,4031.5,2016.0,0
76,20000.0,1,2,2,24,0,0,2,0,0,0,14619.0,17216.0,16642.0,16976.0,17332.0,18543.0,2850.0,833.0,610.0,630.0,1500.0,117.75,0
77,50000.0,1,3,2,25,-1,0,0,0,0,0,42838.0,37225.0,36087.0,9636.0,9590.0,10030.0,1759.0,1779.0,390.0,500.0,1000.0,1000.0,0
78,240000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,291.0,291.0,0
79,30000.0,2,2,2,22,0,0,0,0,0,0,28387.0,29612.0,30326.0,28004.0,26446.0,6411.0,1686.0,1400.0,560.0,3000.0,1765.0,117.75,1
80,240000.0,2,2,2,44,1,-2,-2,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,1
81,240000.0,2,3,3,33,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,29271.0,29889.0,5006.0,5000.0,3000.0,960.0,1000.0,3000.0,0
82,240000.0,2,1,2,26,0,0,0,0,0,-1,23411.0,27796.0,30400.0,33100.0,50190.5,1256.0,4796.0,3400.0,3100.0,4013.25,252.5,2963.0,0
83,60000.0,1,3,2,30,0,0,0,0,0,0,26324.0,27471.0,28108.0,21993.0,19899.0,19771.0,1576.0,1213.0,648.0,768.0,1140.0,117.75,1
84,240000.0,2,2,1,44,0,0,2,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,833.0,3050.0,3000.0,3200.0,2800.0,0
85,50000.0,2,3,2,49,0,0,0,0,0,0,48909.0,47863.0,21489.0,20414.0,19342.0,19482.0,1676.0,1302.0,700.0,699.0,849.0,826.0,0
86,160000.0,1,2,2,33,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,4400.0,3547.0,4505.0,4013.25,4031.5,4000.0,0
87,240000.0,2,1,1,45,-1,-1,2,0,-1,-1,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1170.0,833.0,390.0,390.0,390.0,390.0,1
88,160000.0,2,2,2,32,0,0,0,0,0,-1,3826.0,4751.0,6604.0,8604.0,7072.0,1256.0,1147.0,2000.0,2000.0,296.0,766.0,2303.0,0
89,130000.0,2,1,1,35,0,0,0,-1,-1,-1,67091.0,64006.25,17740.0,2326.75,7095.0,1256.0,5006.0,5000.0,1330.0,4013.25,1190.0,2090.0,0
90,20000.0,1,3,2,44,2,2,0,0,0,2,8583.0,8303.0,9651.0,10488.0,12314.0,11970.0,1000.0,1651.0,1000.0,2000.0,252.5,1500.0,0
91,200000.0,1,1,1,53,2,2,2,2,2,2,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,1
92,240000.0,2,1,2,39,-1,-1,-1,0,0,-2,7524.0,2984.75,3968.0,3868.0,1763.0,1256.0,1000.0,3968.0,390.0,296.0,252.5,117.75,0
93,100000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,3558.75,5555.0,2666.25,2326.75,1763.0,1256.0,5006.0,833.0,390.0,296.0,252.5,117.75,0
94,160000.0,2,2,1,37,-1,-1,-1,-1,-1,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1602.0,840.0,840.0,296.0,252.5,4000.0,0
95,60000.0,2,2,2,23,0,0,0,0,0,0,45648.0,46850.0,47214.0,19595.0,19209.0,19323.0,1937.0,1301.0,682.0,690.0,816.0,835.0,0
96,90000.0,1,2,2,35,0,0,0,0,0,0,67091.0,64006.25,60164.75,35565.0,30942.0,30835.0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0
97,240000.0,1,1,1,43,-1,-1,-1,-1,-1,0,3967.0,8322.0,3394.0,6451.0,26370.0,9956.0,5006.0,3394.0,4505.0,4013.25,252.5,4000.0,0
98,150000.0,1,1,2,27,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,40788.0,4031.0,5000.0,3266.0,4013.25,1698.0,800.0,0
99,50000.0,2,3,1,22,0,0,0,0,0,0,18722.0,18160.0,16997.0,13150.0,8866.0,7899.0,1411.0,1194.0,390.0,296.0,321.0,197.0,0
100,20000.0,1,2,1,38,0,0,0,0,0,-1,17973.0,19367.0,19559.0,18240.0,17928.0,1256.0,1699.0,1460.0,626.0,1750.0,252.5,117.75,1
101,140000.0,1,1,2,32,-2,-2,-2,-2,-2,-2,3558.75,10212.0,2666.25,2326.75,1763.0,1430.0,5006.0,850.0,415.0,296.0,1430.0,117.75,0
102,240000.0,2,1,2,30,-2,-2,-1,0,0,0,3558.75,2984.75,32475.0,32891.0,33564.0,34056.0,1000.0,5000.0,1171.0,1197.0,1250.0,4000.0,0
103,240000.0,1,1,1,63,0,0,0,2,2,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,296.0,4031.5,4000.0,0
104,50000.0,2,3,2,22,0,0,0,0,0,0,44698.0,42254.0,38347.0,32496.0,23477.0,24094.0,1767.0,1362.0,1002.0,840.0,995.0,904.0,1
105,60000.0,2,2,2,26,2,2,2,2,2,0,56685.0,55208.0,59175.0,54506.0,50190.5,49198.25,1000.0,5000.0,2511.0,296.0,3000.0,3000.0,0
106,70000.0,2,2,2,24,-1,-1,-2,-2,-2,-1,5580.0,2984.75,2666.25,2326.75,1763.0,26529.0,1000.0,833.0,390.0,296.0,4031.5,2000.0,0
107,80000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,6108.0,2984.75,3277.0,3319.0,1763.0,1256.0,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0
108,240000.0,1,1,2,52,-1,-1,-1,-1,-1,-1,3558.75,2984.75,2666.25,2326.75,1763.0,5263.0,2272.0,833.0,867.0,1150.0,4031.5,4000.0,0
109,130000.0,1,2,2,38,0,0,0,-1,-1,-1,67091.0,64006.25,39940.0,54506.0,44127.0,49198.25,5006.0,833.0,4505.0,4013.25,4031.5,4000.0,0
110,240000.0,1,2,1,35,1,-2,-2,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,0
111,240000.0,2,1,1,31,0,0,2,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,833.0,3593.0,4013.25,4031.5,117.75,0
112,50000.0,1,3,1,47,0,0,2,0,0,0,13244.0,14722.0,15181.0,15928.0,16671.0,17393.0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
113,240000.0,1,2,1,41,2,2,2,2,2,3,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,833.0,4505.0,4013.25,252.5,4000.0,0
114,100000.0,2,1,2,24,0,0,0,0,0,0,52128.0,52692.0,54477.0,54506.0,50190.5,49198.25,2000.0,2677.0,3076.0,4013.25,3000.0,2033.0,0
115,50000.0,1,2,2,41,0,0,0,0,0,0,19015.0,19294.0,20259.0,20274.0,20311.0,19957.0,1340.0,1305.0,700.0,718.0,724.0,684.0,0
116,30000.0,1,1,2,24,-1,2,0,0,3,2,18199.0,17618.0,18631.0,21319.0,20692.0,21201.0,1000.0,1312.0,3000.0,296.0,1000.0,1000.0,1
117,240000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,3558.75,2984.75,2666.25,5676.0,1763.0,1256.0,1000.0,833.0,4505.0,476.0,326.0,526.0,0
118,80000.0,1,2,2,26,2,0,0,0,0,0,14029.0,15493.0,16630.0,17055.0,17629.0,18186.0,2000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1
119,240000.0,1,2,1,34,-1,-1,-1,-1,-1,-1,19660.0,9666.0,11867.0,7839.0,14837.0,7959.0,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
120,240000.0,2,2,2,38,0,0,0,0,-1,-1,50254.0,51445.0,53015.0,52479.0,1763.0,1256.0,2000.0,3000.0,3000.0,1307.0,1203.0,563.0,0
121,50000.0,1,3,2,37,2,2,2,3,2,2,46004.0,45976.0,48953.0,48851.0,49318.0,49198.25,1000.0,4035.0,1000.0,1400.0,2800.0,117.75,1
122,240000.0,1,1,1,40,1,-2,-2,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,1
123,110000.0,2,1,1,48,1,-2,-2,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,0
124,240000.0,2,2,1,35,2,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,1
125,20000.0,1,1,2,27,0,0,0,0,0,0,19115.0,18962.0,19298.0,19378.0,19717.0,15630.0,1404.0,1130.0,600.0,861.0,313.0,117.75,0
126,20000.0,1,2,2,23,1,-2,-2,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,0
127,200000.0,1,3,2,52,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,3568.0,3585.0,3602.0,3848.0,3669.0,3784.0,0
128,180000.0,1,1,1,36,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,4655.0,2690.0,2067.0,2142.0,2217.0,1000.0,1
129,50000.0,1,2,1,51,0,0,0,0,0,0,3558.75,3899.0,4503.0,5347.0,6375.0,7077.0,1000.0,1066.0,1300.0,1500.0,1200.0,134.0,1
130,60000.0,1,3,1,55,3,2,2,0,0,0,60521.0,61450.0,57244.0,28853.0,29510.0,26547.0,2504.0,833.0,1200.0,1200.0,1100.0,1500.0,0
131,30000.0,2,1,2,23,1,-2,-2,-2,-1,-1,4000.0,5645.0,3508.0,2326.75,13744.0,5906.0,5006.0,3508.0,390.0,4013.25,4031.5,3024.0,0
132,240000.0,1,1,2,41,1,-1,-1,0,0,-1,3558.75,2984.75,3301.0,3164.0,1763.0,1737.0,2622.0,3301.0,390.0,360.0,1737.0,924.0,0
133,240000.0,1,2,1,34,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
134,240000.0,1,3,1,46,0,0,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
135,30000.0,2,2,2,22,0,0,0,0,0,0,28452.0,26145.0,26712.0,25350.0,17603.0,1256.0,2000.0,1400.0,390.0,500.0,252.5,1560.0,0
136,240000.0,1,2,1,34,0,0,0,2,2,2,10674.0,12035.0,13681.0,13269.0,14158.0,13891.0,1500.0,1800.0,390.0,1000.0,252.5,327.0,0
137,150000.0,1,1,2,27,0,0,0,0,0,0,17444.0,19342.0,22000.0,24614.0,27200.0,30229.0,2500.0,3000.0,3000.0,3000.0,3500.0,4000.0,0
138,210000.0,2,2,1,33,0,0,0,0,0,0,7166.0,7997.0,8792.0,9189.0,4404.0,5708.0,1500.0,1500.0,1000.0,500.0,2000.0,546.0,0
139,50000.0,2,3,1,51,-1,-1,-1,-1,-2,-2,3558.75,2984.75,5880.0,2326.75,1763.0,1256.0,1000.0,5000.0,390.0,296.0,252.5,117.75,1
140,50000.0,1,1,2,24,0,0,0,0,0,0,50801.0,50143.0,49586.0,19430.0,19375.0,18995.0,2360.0,1700.0,1000.0,900.0,870.0,2130.0,0
141,240000.0,1,1,2,47,1,-2,-2,-2,-2,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,296.0,252.5,117.75,1
142,180000.0,1,2,2,28,-1,-1,-1,-1,-1,-1,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,1000.0,833.0,390.0,500.0,3500.0,832.0,0
143,50000.0,1,2,2,23,1,2,2,2,0,0,10131.0,10833.0,20583.0,19996.0,19879.0,18065.0,1000.0,5000.0,400.0,700.0,800.0,600.0,0
144,170000.0,1,2,2,29,-2,-2,-2,-2,-2,-2,12159.0,10000.0,10000.0,10000.0,9983.0,15846.0,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
145,20000.0,1,1,2,29,-1,-1,-1,-1,0,-1,3558.75,15586.0,2666.25,2340.0,6702.0,1256.0,5006.0,833.0,2340.0,4013.25,339.0,330.0,0
146,50000.0,1,1,2,28,0,0,0,0,0,3,4999.0,5913.0,7315.0,9195.0,10624.0,10138.0,1000.0,1500.0,2000.0,1583.0,1100.0,117.75,0
147,170000.0,2,2,2,27,0,0,0,0,0,0,19269.0,20313.0,20852.0,17560.0,17918.0,9100.0,1661.0,1200.0,390.0,358.0,252.5,117.75,1
148,200000.0,1,1,2,34,1,2,0,0,0,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,5006.0,5000.0,4505.0,4013.25,4031.5,4000.0,0
149,80000.0,2,2,1,23,1,2,3,2,0,0,9168.0,10522.0,10205.0,9898.0,10123.0,12034.0,1650.0,833.0,390.0,379.0,2091.0,117.75,0
150,240000.0,2,1,1,60,1,-2,-1,-1,-1,-1,3558.75,2984.75,21400.0,2326.75,1763.0,1256.0,1000.0,5000.0,390.0,969.0,1000.0,117.75,0
151,140000.0,1,2,1,32,0,0,0,0,2,0,67091.0,64006.25,60164.75,54506.0,50190.5,49198.25,3455.0,3110.0,4505.0,296.0,2100.0,2602.0,0
152,80000.0,1,1,2,25,0,0,0,0,0,0,42444.0,55744.0,43476.0,41087.0,41951.0,31826.0,5006.0,3000.0,4505.0,4013.25,2000.0,4000.0,0
153,240000.0,1,1,2,41,1,-1,-1,-1,-1,-2,3558.75,2984.75,2666.25,2326.75,1763.0,1256.0,2906.0,1000.0,630.0,296.0,252.5,117.75,0
